Text,Emotion
i don t know why i feel so bashful defending it,fear
@AnOldMasterJukz You're welcome,surprise
i learned what its truely like to feel and be submissive,sadness
HAPPY MOTHER'S DAY !!,surprise
i feel the meal was incredibly pleasant for both of use,joy
@Fnoo was like that last night as well man. somebody didn't make it in time to the 30p loos,surprise
i do not see but could feel that she is someone i am very reluctant to let go,fear
Come See Me Live On Stickam  http://www.stickam.com/valentine_rock,neutral
i looked down at my sweet boy hudson i knew this was my calling and that his spirit needed me at all times even when im frustrated and feel helpless and lost as a mother,sadness
i feel like im a shitty friend,sadness
i can honestly say that every good thing in my life right now is crashing down and i feel too stubborn to ask for help,anger
i feel pathetic to report that i know about as much korean after these three months as i did italian after a three week vacation in italy,sadness
"chaof anh. chaof cacs chij cacs mowj cacs thims.di`.hoj hangf thaan thik gaanf xa thoong gia cuoois phoosm,hic! gio moi nhan ra ko co VK",surprise
Mr amp over heated,neutral
Is twubbing again,neutral
i should have gone to my room and waited for him to feel benevolent enough to give me my pendant,joy
i feel is most dangerous is people dismissing these disconnects and not considering them trials equal to the physical hardships of the revered pioneers,anger
i am standing in my oversized tee shirt baggy yoga pants pulled up hair already semi sweat streaked from spin and am trying to feel graceful and sexy,joy
off to lunch with all the people from aikido,neutral
im thankful for music that makes me laugh music that makes me feel strong music that makes me believe in myself,joy
@heavenjones ur supposed to be in BK tho,surprise
is in PHP website upgrade hell on a Bank Holiday. How's that for planning!,neutral
@Wo0t nice suggestion  thanks,neutral
i am that woman who will notice and i will send one your way even on days when i feel discouraged myself,sadness
i dont think he touched my penis but i just remember feeling very helpless and that trust was violated,sadness
im feeling a bit weepy today,sadness
i would feel so devastated that every channel i click on the the tv was another sport event or maybe the same sport event but in different language,sadness
i woke up this morning feeling content despite yesterday being a day involved in mundane paperwork that government bureaucrats revel in,joy
i never kissed a guy because every time i d try i d freak out and feel disgusted,anger
i is feeling particularly hostile shell say no red shirt today nickey,anger
blast from the mofo'ing past. NTS why must you suck so badly at school?,surprise
"@ItalyJames wutz good, i sent u that emai again, get at me girl  614 638 0255",neutral
i feel embarrassed but i don t want others to take pity on me i have too much pride,sadness
@cristnabls I totally agree! And there's no way to avoid it,neutral
i feel like its a lifestyle change i could genuinely live with without feeling deprived,sadness
@nitesofsuburbia that's SO YOU!,neutral
id tell him that i feel that to cede control of our lives is the only way to prevent doomnation extremely clever play on damnation i know,joy
i am feeling rather artistic and felt like sharing some of my artwork,joy
i also feel ungrateful after hearing stories from my grandma about people she knew at hospitals or nursing homes who had no one to talk to at all and for whom simple small talk was a huge step,sadness
i feel there are some who still wants us together and i im being rebellious,anger
i feel very agitated just sitting here,fear
@dhewlett Well thatï¿½s disappointing to hear.,surprise
i feel i am really a cute pirate girl than the somewhat cute landlubber man that i sort of am,joy
i feel very honored to be part of this team and attending this launch as it definitely was an eye opener and something very new to me,joy
im feeling ok other than the raging hormones,joy
i often times feel helpless in regards to my life s path,fear
"&quot;They say I look yummy &amp; they want a taste, but I'm a human not a sandwich.&quot; LMFAO makes me",neutral
@urbanfrolicker I'm going to Cali in like two weeks! But it's nor cal,neutral
i feel something i will say it rather than hold back in the fear that i might ruin some moment that seems happy to me often a fa ade that is only revealed much later,joy
i feel strange out of sorts and i wont resort to this again,fear
i also intended to study but that didn t happen either so here i am feeling a little less virtuous amp holier than thou than i would if i had actually done something constructive over the past week,joy
My apologies for the very impersonal #FF. Swamped today  All great people and great follows though. You can't go wrong with those folks!,neutral
when i saw a man hitting a child of years without any consideration,anger
i feel uncomfortable using the word awesome but this idea actually is,fear
i feel like our relationship revovles around sex and when we do he wants it to be really adventurous trying new things using toys etc ansi just find it exhausting trying to keep up,joy
I wanna go to the Borgata tonight if Rich is playing.,neutral
i feel really wierd about this we are suppose to be casual dating,joy
i have a feeling that id pick up some of the artistic skills there too,joy
i have to have it done but i feel terrified of another intrusion to my body,fear
i not seeing and feeling the divine,joy
i have a nagging feeling of discontent,sadness
STEP 1: be a photoshop expert  http://plurk.com/p/ros47,neutral
i can eat but allow myself one naughty item of my choice to avoid feeling deprived,sadness
"Gusying up for  dinner, Bourbon &amp; Branch, Zeitgeist and surprise party for Taylor!   Shh...",surprise
@leona_y time really flies my frd..how's you love-hunting mission going? abt time to bring the sexy &quot;yu yung&quot; jacket out,surprise
i continued to feel very submissive and continued to be aroused as well,sadness
i feel that my child will be very handsome or beautiful a perfect harmony between my husband and i,joy
i was expecting to say this is a very bittersweet feeling but all im feeling is bitter,anger
i feel it rarely advances any worthwhile cause and i always stick to the rule of not posting anything online that i wouldnt be prepared to say to somebodys face,joy
i will come across a book that i feel has valuable information in it that i should keep for perusal at a later date,joy
i could continue feeling awful and crying to all my friends and focus on how wronged i had been and end up feeling worse,sadness
i feel like i have way to many questions and things going on that are un resolved,joy
i am afraid that once again i will feel hopeless and lose all of the peace that i gained after my last episode,sadness
i am feeling low i turn to flowers,sadness
i am not feeling shitty about life anymore,sadness
i was really upset when he went away though i can understand how he must feel and i wont be greedy and pester him about it,anger
ive made it through a week i just feel beaten down,sadness
communitychannel on youtube,neutral
im feeling a little anxious,fear
@SmileDaily I wish I was getting pancakes  booooooooo,surprise
i was truly just standing there staring out the window feeling so incredibly melancholy that i was on the verge of tears,sadness
"@gipsy_dreamer Wow, you still haven't gotten them?",surprise
is live on danny noriega's stickam. he said hey to me  i luv him!!!,surprise
i feel i need to be punished,sadness
i was feeling when nick broke up with me over,sadness
i feel all ecstatic every time i see the new old opening credits on one tree hill a href http twitter,joy
i am feeling exceptionally brave and daring i may even make the corset,joy
i feel uncertain about something i will act in a more positive and powerful way,fear
@JohannaBD so I've organised a day of indulgence &amp; luxury for her. A pamper day  fingers crossed she likes the surprise..,neutral
i also have an amazing community of friends and artists that i feel accepted by and with whom i know i belong,joy
i meant before i took some photos for a cube magazine our school magazine and they made a video from some materials from that day aaaand after stealing it i feel like showing it as well,joy
ive been feeling a bit overwhelmed with the whole marathon idea lately,fear
"@pursebuzz They do! Lilash I'm guessing, right?  Oh and what camera are you using? That is insane quality!",surprise
i try to remember that quote when i feel i may be hitting a wall in a marathon or even a training run and i know it is time to find that perfect song that fuel,joy
Golden Girls marathon about to end  #lofnotc,neutral
i feel inhibited by not having an outlet to deal with my sexual tensions,sadness
Starbucks with mother,neutral
i actually like having things clean but i like to have them messy first so i feel rebellious,anger
i feel so dumb for being honest,sadness
@kaliboooo in bucher's class?! i cried too!,surprise
now twittering,neutral
im most afraid of i already feel slightly out of place at cru because while most of them will say they are my friend very few of them bothered to reach out and ask how things were going in australia,anger
i can t help myself from feeling a bit apprehensive in the meantime,fear
i feel so fucking heartbroken,sadness
i feel all people of reason have a duty to awaken these sincere mislead people to educate them to the fact that god gave us reason and ancient ignorant men gave us revealed religions,joy
ive been feeling so jaded,sadness
@rachikus thankyou,neutral
i feel better and am so grateful for my normally good health,joy
i reach for your hand feel its warmth sense a strange mysterious connection the greater sea of lives intimately shared and buoyed by a wave of love hope and joy surrender to its greater transcendent surge letting it take me wherever it will,fear
i dont know that i am feeling fearful,fear
"@Jonasbear2 crap, i dont have 2 work saturday, &amp; i was suppose 2 hang out with my friend &amp; watch it. we can still hang out but no JONAS =",surprise
i feel like an idiot for looking a bunch of keys that weren t there and i m getting frantic about nick not letting me in for forgetting my keys,fear
"@KatDerby Haha ya, my friend and I are totally having a kick off party for the occasion!!",surprise
i could only feel this relaxed all the time,joy
i just feel cold said rachel,anger
going to bed. night,neutral
i don t feel stressed,anger
i feel really pumped and also am eager to try hiit high intensity interval training thanks to my new friend sarah,joy
@CashCapone now cash u kno I'm not a hater.....jus upset I don't have my update yet,neutral
i feel invigorated and jolly,joy
ive never behaved like that in front of my husband and i feel a mixture of shame and relief that only the shedding of many tears and saying truthful but hurtful things can bring on,joy
i still feel it is equally unimportant but in the spirit of a href http blog,sadness
@kadders Aw  it was actually what I read at first,surprise
@_Cantus_  all i hear is coffee brewing at my end,neutral
i find myself feeling happy more and more and it feels so very good,joy
i feel that michael jackson is a talented artist since day one and to have collaborative works given by such artistry as ne yo would be very conducive to his comeback,joy
i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to,joy
@djjamminjoe that's cold,neutral
i hope you ll consider coming out of your shell and let everyone around you feel your gorgeous personality,joy
i feel drained after being out and about even if ive enjoyed myself,sadness
i feel as though sometimes i can be more clever than average,joy
"@JRulz Hello James, who are you",surprise
i think im allowing myself to feel this way because im not heartbroken,sadness
i feel like a worthless ugly fat unattractive piece of shit,sadness
i also need to remember how bad overeating makes me feel not just the fullness but the hangover i get from food thats too rich or too sugary,joy
@heytheredeahna NO WAY! i didn't know he was singing ROF thats without a doubt my fave he has done on idol thus far!! EEP~fangirl moment,surprise
when i damaged my wristwatch which i liked very much,anger
i feel ashamed to tell somebody that,sadness
@musicsinmysoul_ http://twitpic.com/4wi78 - hmm thats the BU tour list...but thats so cool!  and why does it say 2008?...,neutral
i cant help but wince as i do that feeling an unpleasant tightness in my back and a dull ache in my head since ive opted for resting it against the wall behind me,sadness
@sli hope u did alright on the final,neutral
im wrestling with the inclination to not go to school today but after reading jamies status on facebook now i feel shamed into going,sadness
i am in caretaker mode i feel disillusioned with the computer,sadness
i don t even think that i should feel ashamed because then i would be denying my true self,sadness
"Who starts a briefing at 7:30 a.m.? People on the East Coast, that's who.",neutral
i was not going to be able to sleep until i knew how it ended and mostly because of another thing which i am not even going to talk about here because it makes me angry all over again and also because i feel horribly neurotic and immature getting upset about it and so we will gloss over that bit,fear
i feel hated and isolated but it doesn t hurt,anger
i feel fab if i can get hours sleep in one go but sam doesnt always oblige,joy
i cant help but feel amused hmm,joy
i respect his privacy so i wont divulge details of our chat but it got me thinking about the notion of home coz i was feeling a little homesick in the morning and here i was with a total stranger a few thousand miles from singapore but i actually felt at home,sadness
i said well we can but i m feeling greedy with your time,anger
@dahveed76 Um your latest tweet sounds like something bad has gone down.,surprise
"????, ?? #sctest ????? ?? ?????, ?????? ??? ??? ????????, ?? ?? ????? ????  .",surprise
My moms calling hospice 4 great gpa  its only a matter of time only God knows.,neutral
i feel a little ashamed that i had such low expectations in the first place,sadness
i could feel the blood in my veins go cold,anger
i feel ignored annotation title google bookmark img src http thequeenbuzz,sadness
i came away filled with admiration inspired by amy s friends feeling honoured to have been there to share a tiny part of their lives,joy
i overcome the claustrophobic feeling that i get after i dont know but what i do know is that there is a path i need to follow to get to my vision and i need to make sure the road i choose has to lead there,joy
i feel that uncertain should be a better communicator,fear
This thunder is scaring the hell out of me...geez...I HATE THUNDER  we better not loose electricity... #fb http://myloc.me/2144,surprise
i arrived at the gym she was such a ball of sunshine and made me feel very welcomed at the gym although i felt like a dorky unfit rotund sloth that did not fit in with the environment of buffed fit looking and fierce looking bloke,joy
Cut my thumb with the saw in small metals   again...,surprise
i had been struggling emotionally feeling beaten down and discontented,sadness
i feel like i will be successful,joy
i just want to see him put more effort in making me happy and special and making me feel more assured,joy
"@HellenBach indeed i have hellen, thought i better get a TOG name rather than use my company name",neutral
ill admit to feeling a little paranoid and wondering about how many others had defriended me,fear
i feel an aching gap in my heart,sadness
ive been feeling a little burdened lately wasnt sure why that was,sadness
im destashing a couple cuts of fabric that id bought to make clothing and it has just sat around feeling unloved,sadness
@craigmcgill Actually maybe not - it's sold out for Sat lunch,neutral
i feel that the classroom is extremely dangerous,anger
@littlereddr WHAT! That's a sin!,surprise
@Bronques Oh THOSE messages. Probably not,neutral
the week just wasnt the same without an adam lambert performance!!!,neutral
ive been doing and still not feeling good enough but greater,joy
i feel lucky to the point of feeling guilty about having got away without more serious damage and disability,joy
i really feel devastated seeing him witness these things around him,sadness
i cant help but feel a little jubilant as i walk through the arrivals gate,joy
i feel like i missed numerous vantage points,sadness
i feel ashamed of my lack of empathy at times,sadness
@CarlaHanton yea it is.  thanks for the link.,neutral
i was tired of feeling hurt,sadness
i may trust my partner to look after me and my needs and those of our relationship i feel threatened because they arent in control of the situation and obviously neither am i,fear
There are some great honey based recipes for you &amp; the kids to download  at -  http://twurl.nl/ltlny8 - Join in the fun for honey week,neutral
@arcadecore you wish,neutral
i feel like if people see the chinks in my armor they re going to decide that i m this fucked up person dismiss me as a hot mess and not want to be around me anymore,anger
i was also given several shiny presents because my friends are really rather cool i actually prefer late birthday presents to early ones as it extends the period of feeling beloved significant segments of all and sundry and is more unexpected,joy
The girl in the hair salon asked me &quot;Shall I trim your eyebrows!&quot; How old do I feel?,neutral
i love my tango family sometimes especially when i m feeling ugly and awkward and like an outsider i need something from tango that i can t get when i know everyone at the milonga,sadness
i feel its casual and straight up,joy
So theres this boy. Hes so cute. Hes got a six pack.  yum it was fun touchin it.,surprise
i think his uniform and glove make him feel very important too,joy
i feel is only acceptable when that violence could lessen much more violence this could also apply to what i am discussing below i,joy
"@michaelmagical I will definitely pray, and bath  thanks",neutral
@AboutVetMed,neutral
i would not hurt you or make you feel pain i would not have been so vain,sadness
i have my favorite cookies in the house oatmeal chocolate chip and its hard to stay away from them since im feel pretty discouraged lately,sadness
on my way to work been off for four days and i really really dont wont to go!,neutral
i feel selfish bringing up our loneliness for a child when i know parents out in newtown are grieving their lost babies,anger
i was insane not liking someone else to do all this but it made me feel less valuable b c i wasnt working and i also wasnt a housewife,joy
i feel lousy on what happen,sadness
i was thrilled to have that outcome but because i was feeling so crappy i couldn t even celebrate that until i started feeling better which mainly seems to have occurred with an increased dosage of my thyroid replacement hormone and supplemental estrogen,sadness
i feel this strange bonding with my bed and wardrode have been using both a little more than a decade,fear
@katehughes What were you doing up at that time??,neutral
im feeling proud of my achievement because cutting off my hair was a big freaking ordeal,joy
sadly  brother told me there are no skateparks where he lives. BUMMER!,surprise
@sup_ashley OH REALLY?!,surprise
Toy Story 3 trailer premiered with Up. I need my computer back.,neutral
i look down feeling alone and wantig to be that way,sadness
@seanownsthewrld: i always am,neutral
i know and i feel that its time to wake up to be brave to change my perspective,joy
@ashleno NO GO ROVE GO THE MCMANUS'  adam is cool tho,neutral
im feeling a need to revisit my artistic influences,joy
i came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it my entire front bumper was destroyed,anger
i feel like i didnt need to grasp onto something comfortable that i was capable of trying something new,joy
i have ticket stubs going all the way back to and every once in a while when i m feeling kinda sentimental i open up the box and go through my ticket stubs so that they can remind me of all the good times i ve had at stadiums around the country,sadness
@OGBERRY cold and rainy,neutral
i feel that because pencil skirts are so elegant they look their best paired simply with minimal colours to complement the chic structured design,joy
Got into the show early. Jackson's chillen. Lil shorty,neutral
@hannahbal ummm. Idk. Courtney's date is hooking us up.,neutral
@SarahAMurdoch everyone loves u sarah not just the tweeters! the today show couldnt stop raving about your beautifulness...,surprise
i feeling boring,sadness
i remember in particular one new years day in high school when i was feeling all tragic and melancholy and generally fifteen year old girl ish,sadness
i know mom s who would take once look at my facebook profile and feel envious of all the fun i seem to be having out with my friends the carefree state that my life is in where i am only responsible for me and can pick up at any time and go away for the weekend,anger
i dont really miss the sleepless colic crying newborn stage though i am feeling a little sentimental,sadness
@jojo_jtv WHAT! I was only gone for 30 minutes and you're already showing boobage without me?,surprise
i have been for my bloods which proved the reason i was feeling so lethargic and rubbish was that i am low on iron so i have now been prescribed iron tablets,sadness
im already feeling emotional before i had a chance to say anything at all she turns to me says i love you,sadness
@dlanham hey is there a way u can make a somatic theme for leopard? some themes have installers already that are shapeshifter independent,neutral
i feel really tranquil where i am right now,joy
i will confess to you i have had moments of feeling overwhelmed and ill admit being a bit melancholy,fear
@ByronKatie In our vedanta class we have a saying &quot;Chit Happens&quot; (chit being mind vibrations or thoughts),neutral
i end up feeling so unwelcome i go into a spare bedroom being used as a coat closet take the xanax i had been saving the entire time and pass out,sadness
cart path only,neutral
ive been feeling sentimental and i got these two faux diamond rings,sadness
People I Have It Arnt I Brainy. Well No Not Really Teacher Put The Powerpoint In My Book  Helps Alot!,neutral
wants to be sunbathin!!,neutral
i know that feeling myself the strange sense of serendipity where minds collide between pages,fear
i feel completely inadequate and unable to express any of it in words,sadness
"todays line up: more work on OS bluetooth app, a brief stint with Uniservity and if I get time some CS4 tutorials... busy bank holiday",neutral
i usually buy but makes me feel especially virtuous when i go the homemade route ice cream,joy
i eat biscuits crisps and ice cream all day yeah it tastes great but it makes me feel so groggy the following day take more photos,sadness
i was down and feeling doubtful,fear
i feel that if people read my writing they will know that i m a dumb bunny,sadness
i mean how would you feel if euan got hauled in for murder but you knew he was innocent,joy
@mklujszo maybe used to have. Besides without AC it's too hot to sleep,neutral
Happy Mother's Day to all the American mamas!,surprise
i can see them or feel free to post photos to the a href http facebook,joy
@16_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,neutral
i lose well it will be no great loss but if i win then i will feel rather smug at having picked out the end to this unbelievable run,joy
(@SharonSmiles) Would appear not  note to self...change perfume!  What to do now..Hmm do I get the tarot cards out or not??,neutral
On my way home in the sunshine with a bag full of my stuff from work...,neutral
i feel honoured to be asked thanks a href http doodlesandscrapsofme,joy
when i learnt that i had been admitted to the university,joy
i should have run today  but i let my slight aches be a bad excuse    i'll make it up tomorrow go 5.5,neutral
i feel completely honored to be an influence to this young talented fully alive beautiful girl woman,joy
i was taunted by the ability of feeling threatened from weakness of frailty beneath this exterior of human existance lies a woman wanting nothing but a man needing his warmth and masculinity,fear
i not now creative muse feels so low lack words to haiku for haiku heights prompt confession p,sadness
i am feeling pretty sad because it looks like i wont be able to plant my tomato garden this year,sadness
"@brookehaskins 07 !!! It's bloody quick,, even my gran could drift it   http://twitpic.com/4ja93",surprise
"@lazakesau &quot;Graverobber, graverobber, sometimes I wonder why I even bother..&quot; Have fun tonight!",surprise
i feel ashamed and embarrassed every time someone is executed in the us,sadness
i feel homesick and miss my snobbish fluffy cat,sadness
i guess this is because that im feeling really excited about it,joy
i did not want to feel devastated hopeless helpless and sad all the rest of my life,sadness
i know how it feels when i have read someone suffering in pain mentally,sadness
i just feel so defeated that once again im the weirdo that cant adjust to motherhood,sadness
i felt rich being able to insist on paying more than the asking price the shop assistant was obviously pleased at being able to boost the takings for the charity and i hope the generous person who donated the easel to the shop is also feeling rich,joy
"@marieosmond See you October! Love the new book, when's the next one out?",surprise
i began to feel such a strong connection to several of them,joy
i feel terribly neglectful of my blog,sadness
@ecopolitologist  Wow that is a scary statistic,surprise
i feel the reader will get confused with because it bounces and uses references from its earliest time period which is like the dawn of time till now,fear
i also love this one but will be able to send it to a good home without feeling like i m giving away a vital organ,joy
i feel so humiliated because as i was spending my days off planning a beautiful wedding he was calling texting taking some other girl out and fucking her,sadness
"OOOH,  i have a question for you all. DOES YOUR CHAIN HANG LOW?  idk! sorry!",surprise
i feel a little disheartened but i dont think i feel bad as maybe i should,sadness
@littlewhip Couldn't hurt.,neutral
being reunited with my family after not having seen them for years,joy
i enjoy feedback and love comments on my posts so please do not feel afraid,fear
i am feeling fine today and felt fine yesterday,joy
and because I wasn't having a bad enough time last night my body decided it wanted to be sick,surprise
i wake up already feeling listless and have been leaving work early every day for the past week,sadness
i feel really pissed off justanswer,anger
i feel like i did when i was learning to use games factory eager but a little afraid,joy
"@andrea_r One of mine is a potential winner I think, could be quite easy to code, but I might sit on it for now",neutral
i miss lev and i didnt think that i would cos lately at school weve been rubbing eachother the bad directions i think but i feel as if break is serving as a splendid cleansing time,joy
@ppittman feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love youth!,neutral
i am hoping i am still feeling playful in a few days,joy
@BetterisLittle when it rains it pours - how true is that? I'm so sorry  I hate those kinda times.,surprise
new book in the pocket http://bit.ly/1bI7aD,neutral
@gulersem Kazim Kazim  i didn't know that name ))),surprise
@8a22a ???!  #MandarinMonday,neutral
i like you and im feeling generous,joy
One liner movie reviews  http://bit.ly/18zd0k - can you add more?,neutral
i feel a bit more confident about them now so heres a gorgeous pair of cream amp lemon shorts i recently purchased in the warehouse sale for,joy
ive been feeling miserable ever since i graduated high school,sadness
@daniellemhicks lol what!! where is it!,neutral
i feel like its vital to keep this someday list active,joy
i feel a strong connection with another human being and i want to spend more time with her,joy
i was on my own tearful and feeling unloved even though i know that i am,sadness
i seem to wake up every day recently feeling immensely irritable and i cant quite work out why,anger
i feel jolly,joy
i thought about my own depression about the negative thoughts ive had lately and how i can intervene in those thoughts to help myself not feel so depressed,sadness
i feel like he deserves to be hated and i want him to know exactly how much i do,sadness
i decide to take ill still feel ive resolved a win win situation,joy
i only get a couple of s i feel that my posts have been useful and when i get comments i am really chuffed,joy
i feel so resentful and hateful and downright furious about this,anger
i can still feel my legs and they get so cold,anger
i always feel humiliated,sadness
3-4 hours sleep last night  barely functioning,neutral
i feel it is vital for google to become a player altogether of web technology aforementioned schmidt,joy
i dont know if i feel apprehensive about it or apathetic,fear
i am feeling like it might look just a little suspicious if i go home and dont meet with him,fear
i think that our favorite activities as a child are often very telling and if someone is feeling a little unsure about their life s direction going back to those childhood favorite past times holds many rich clues,fear
i feel like even though i dont buy into societys ideas about what a woman should look like i am still constantly unhappy with myself,sadness
i tried but i failed to put much efforts therefore i feel myself getting punished for not able to see my idol i should be i used to watch all of his b amp w movies made during my mothers generation but still i liked him his mesmerism style music his zest for life,sadness
im suddenly feeling lighter less burdened by the weight of my life,sadness
"@fourstringfuror yea - it's mostly b/c I couldn't sleep, but oh well, lunch time will come soon",neutral
i feel nervous about going back to america not knowing what to expect the transition to be like,fear
i am feeling completely overwhelmed i have two strategies that help me to feel grounded pour my heart out in my journal in the form of a letter to god and then end with a list of five things i am most grateful for,fear
I need a blackberry,neutral
i feel like submitting this to the palcebowhores community i remain amused,joy
i realise that although i originally started this blog for a specific purpose it has really grown beyond that and i shouldnt feel pressured to writing about specific things,fear
i feel so nervous anxious and i dont know why,fear
i cant do anything about it except for feel devastated i cant do anything practical about it yet,sadness
i really don t feel all that bothered by the north london derby,anger
i just feel really pissed off actually and stressed,anger
i feel so strange with english right now,fear
im feeling festive,joy
@jonasbrothers http://twitpic.com/3bnas - Can't wait to actually hear what he's playing  love you Nick x,surprise
is super tired,neutral
i hear your still cool several times a day and it makes me feel so cool,joy
i walked away feeling a little dismayed but ive got a mission to carry out now,sadness
@RedxRojo naw idk what ur talkin about,neutral
i don t feel special and when i feel alone in this busy ever moving world,joy
i feel hated and i feel i cant do anything right,sadness
i went around the rest of the night feeling dumb for showing this blind woman a photo,sadness
i feel a little like tom daley who was rightly ecstatic with his bronze medal i also feel that those delightful ladies from the wi really need to fucking lighten up a bit,joy
@kristianinicole I left it @ home  http://myloc.me/21cN,neutral
i don t know how i feel about all this how i feel about my place in it if i think that my work is more or less sincere than other gen xers and so on,joy
i and fans cheering for penn state made me feel such a strong sense of belonging to the penn state family,joy
i learned to feel the clay and its limits the artistic expression became more important than the mastery of the material,joy
@TasteMyInk most likelyy. Just need to save the money and practice my ass off.,surprise
i feel they think im always glad but theres something they dont no im the one whos feeling sad,joy
i guess im just really feeling the heat lately and sweet baby rays buffalo sauce brings it baby,joy
i feel hesitant to comment because i don t want to add to a pileon but it seems clear to me that those involved haven t learned from their past experiences nor are they interested in applying that learning to future projects,fear
i moved away he said something that made me feel violent but its something i still cant make out,anger
i feel very passionate about this because of children reared within the evangelical church leave it before they are,joy
i herself wearing some of the items and they make me feel optimistic,joy
"Do you have a chronic illness blog? Let me know, I'll post your link on my own  www.ptsici.blogspot.com",neutral
i feel complacent if i were to choose the secure path probably not i think id find adventure in anything,joy
i feel very regretful i wasn t able to finish what i set out to do data url http www,sadness
i was feeling optimistic and actually ran the first couple miles at probably a pace,joy
i know my children feel valued as equal members of our family,joy
ive got no brothers in the family i feel incredibly blessed to be gifted with sisters who drive me up the wall and who also happens to be the ones who make me feel most comfortable being myself,joy
i sat on my couch for several hours feeling pretty low,sadness
i feel a bit like franz liebkind in the producers not many people know it but the fuhrer was a terrific dancer,joy
I never win raffles. But I won the raffle @ Dulce for the Culture Crawl! What did I win? A tie and a pocketsquare! No $700 handbag for me,surprise
I'm on Twitter now... how cool am I? and now let's go to McDo,surprise
"Oh man, there are dead deer everywhere in michigan.",surprise
"@1critic Yep, ah, damn, I don't wanna leave my warm doona to get a hot beverage...I guess I'll just have to make do w/o it",neutral
i was feeling quite casual that day,joy
i am feeling excited and also nervous worrying about all the little details and hoping that our first day goes well,joy
i may even try to make her some matching hair bows or when i feel more talented make them and sell them,joy
i really am feeling so impatient,anger
i feel helpless and scared and all of these things i cant describe and i never thought of myself as a control freak but im recognizing that feeding my feelings is my way to control something in the midst of chaos,sadness
professional development is my favorite way to spend a beautiful monday afternoon....NOT!,surprise
"@DamoDarko yep, i wish they were all playing dubiln",neutral
i did feel like the people there were appreciative of what they had and many had happiness in that pinnacle way that is non materialistic,joy
@zuppalizzle you should come over before friday and teach me how,neutral
"En route to Minnebron, where cell reception is notoriously unreliable. Until I tweet again, have a great day yall",neutral
i feel pretty lucky to be able to experience it again in this way,joy
i feel like i m in a band that broke up without telling me and now i am fighting to keep everyone together even though they want no part in it,sadness
i was wrong to feel overly optimistic about the crossfit workout,joy
i am fatter because the only thing in my life that can remain under my control is whether or not i get to eat peanut butter on bread when i get home from an impossible day of to first world looking yet third world feeling hell of needy and neglected little girls,sadness
i feel dismayed at how many people get stuck on a do it yourself salvation mentality,sadness
i always feel a bit triumphant when i find a gift for my youngest brother that is not a movie or a video game or anything similar to those two,joy
im feeling passionate about in my own home,joy
need to pass the exams,neutral
i feel highs so ecstatic that just being normal feels like a thousand mile drop and being unhappy is excruciating,joy
i am feeling impatient and would just like to get on with life i am in no hurry to push myself right back into illness,anger
i was feeling resentful and daydreaming about the various places i could tell him to shove those big girl panties,anger
im wanting you to look at me that it makes people feel ok to ask questions,joy
i feel needy and cagey during this wait for leaving to practice my new self in my old settings,sadness
i really feel like everything is so worthless,sadness
i sit feeling generally satisfied and i lean on the bench and take a cigarette georges lit for me and he asks how do ya feel man,joy
i am currently feeling like you know that kind of devastated desperate feelings trapped inside like somewhere between screaming and crying more of like you want to slash your wrist but you are afraid of death,sadness
i feel like a soda in a can shaken turbulently and flew violently out of its container the moment it felt air exchanging its freedom to you,fear
i literally fell on my knees during one episode which feels so pathetic,sadness
im an organised person so i feel more assured of myself when i pre plan,joy
i always feel awkward when im alone in a crowd of peers and feel the need to make friends,sadness
i feel humiliated when mistress watches me mince into bed wearing my frilly pink bloomers and pink babydoll,sadness
im clocking in the scale in the s and i feel terrible,sadness
i would hate to be bit imagine if the secretary is feeling irritable that day eh,anger
im feeling depressed anxious and despondent thats all i seem to want to do,sadness
@patgarrat657961 Thanks for that,neutral
im feeling terribly impatient,anger
"Soo embarassed I didn't see the tweets I've been getting from kind followers.    I'll do better, I promise!!!",surprise
i enjoyed the feeling of belonging and the sense that i was recognised and somehow valuable,joy
i realise that desiring a substance to feed a feeling only compounds the desire to feed the feeling i realise ive abused substances since early childhood,sadness
@SummerSeaweeds Wow that's very Buddhist o_O HOORAY JEWS,surprise
i felt a little bit of cramping and the same feelings i had been feeling for weeks so was not bothered by it,anger
im feeling a little smug this evening,joy
"@curioustwibbit Makes sense, I'd totally show off a girlfriend by asking her to wear her high school prom dress",neutral
i go to bed feeling triumphant,joy
im not afraid of going on my own but i feel like a lot of people were in groups and a part of me feels like it would be cool to have a small group to hang out with,joy
i think thats exactly how ill be i love my year at school but were all leaving at the same time whereas it feels very sad to leave behind all my friends from years within the music department as well as the year form ive worked with for years and my amazing violin pupils,sadness
im feeling particularly awful about my language learning capabilities this week,sadness
i also feel hopeful when contacted by new congregations and then devastated when they choose another,joy
i didnt used to feel so defective when younger yet i did sometimes,sadness
i need to know that it can be fixed and that i m going to feel gorgeous in this dress,joy
@rudygossin Salut  alors le mariage? ^^,neutral
The path to Liberation is clear when you Realize--when you truly comprehend--that YOU are the architect of your Life.,neutral
@amber_benson It's been raining here for 3 days,neutral
